release_date,weighted_gamma,gamma,n_word,n_document
2012-08-31,0.04561149918600154,0.07126612597174486,2432,8
2012-09-02,0.08958870845657352,0.07624865009615833,9965,15
2012-09-03,0.1684644393459084,0.08762533915028745,7002,11
2012-09-04,0.02998751062138347,0.031669060455423094,5047,12
2012-09-05,0.11343214258353887,0.05764766491652152,8832,22
2012-09-06,0.08143310214324105,0.05844026081282346,12284,21
2012-09-07,0.024132037414165832,0.03079116236920947,3444,10
2012-09-09,0.017519353405749703,0.010514104519034182,4318,10
2012-09-10,0.05689549721850339,0.07490059423812527,8124,18
2012-09-11,0.10724048338021047,0.08587943105314297,9806,18
2012-09-12,0.03436546862486932,0.03760313716189895,5572,21
2012-09-13,0.09769879182949567,0.06903039896344003,10579,22
2012-09-14,0.07039001711908355,0.041623448347867235,7611,17
2012-09-16,0.08055032198232996,0.07184484001817568,12683,9
2012-09-17,0.12638810958683772,0.04716971894188117,6563,16
2012-09-18,0.033371446818294695,0.030989979256889184,3673,11
2012-09-19,0.027292197162237387,0.030536357462242123,7489,16
2012-09-20,0.02923816937724784,0.01748988180003395,11596,26
2012-09-21,0.00988802814514109,0.008521168171332312,7640,16
2012-09-23,0.09374806251348776,0.04179101906922131,6418,15
2012-09-24,0.03259707275620134,0.022958732520302123,14986,37
2012-09-25,0.05450295339590971,0.02445094749393246,18479,41
2012-09-26,0.0647924234965918,0.04064949157711762,16985,43
2012-09-27,0.045202215409731086,0.04658977557590155,16513,42
2012-09-28,0.0202883719438768,0.02853953822025816,15768,41
2012-09-30,0.056466553049811415,0.0687972603972306,16621,31
2012-10-01,0.009342368545132075,0.008317870347455384,15699,41
2012-10-02,0.11223924379315012,0.04724608354736657,22930,55
2012-10-03,0.01946134361353187,0.017157176610683954,18713,46
2012-10-04,0.11386786178349353,0.043145425273930685,19989,47
2012-10-05,0.016560982123084395,0.014628131504177118,14714,41
2012-10-06,0.0027185279875698975,0.0054253003374887514,1667,4
2012-10-07,0.013613866953936791,0.010467227974433765,3566,6
2012-10-08,0.014481865487499232,0.020720074486840802,26735,58
2012-10-09,0.08084216781527336,0.05813663781496108,23978,50
2012-10-10,0.049559271290982664,0.027715290486965034,18218,50
2012-10-11,0.032257052523746665,0.026127296337236452,20743,53
2012-10-12,0.030996146743853255,0.03988820865101514,13599,39
2012-10-14,0.0884565687109167,0.06686461235420235,20750,42
2012-10-15,0.05296904247410817,0.03573993652746713,18572,47
2012-10-16,0.07089697509586237,0.05894812178826498,17778,46
2012-10-17,0.07970383942707111,0.03800861414285769,24739,63
2012-10-18,0.035635635305235176,0.025867914787354424,21697,51
2012-10-19,0.021570546556661654,0.026021457414630998,21334,55
2012-10-21,0.051279616905396,0.04578438151974864,24107,41
2012-10-22,0.03862609565935724,0.037237527635449574,19555,57
2012-10-23,0.05296138789889115,0.022264320477112774,21919,51
2012-10-24,0.02079061969231854,0.02644669653906576,14227,45
2012-10-25,0.10788915385596615,0.05289787155198942,11386,41
2012-10-26,0.03223700480579235,0.03877697672324418,12292,47
2012-10-28,0.07776068292679261,0.039212110804848876,21333,35
2012-10-29,0.01960463601756083,0.024670050075497243,12150,34
2012-10-30,0.07627649621670561,0.058038947951761906,15111,33
2012-10-31,0.07529512036407145,0.06169238156680534,18115,45
2012-11-01,0.0711755610556088,0.06327243239962896,13968,37
2012-11-02,0.021980813197311027,0.023971493925227603,13460,40
2012-11-04,0.09389653641492457,0.06267346012730954,21489,46
2012-11-05,0.014473550924076798,0.019954934266794677,11350,28
2012-11-06,0.06142285778543915,0.03085336100764998,18577,51
2012-11-07,0.06002798455511135,0.03409987351953172,21557,51
2012-11-08,0.04938310309945356,0.022757746849166337,19294,45
2012-11-09,0.004385733280996591,0.00465934533886881,16682,36
2012-11-10,0.0037124593693007826,0.004493509997420664,925,4
2012-11-11,0.07843716545360871,0.04369096891273962,19941,45
2012-11-12,0.028985485478672295,0.028209057910570073,16307,45
2012-11-13,0.03406973365702648,0.02689652821450403,19174,53
2012-11-14,0.07141737445517181,0.03186728586321746,22502,57
2012-11-15,0.03556731274399198,0.03461123160608376,22287,55
2012-11-16,0.03756826448014715,0.05788071689156962,6495,18
2012-11-17,0.05054480653387153,0.06753369327953167,15898,44
2012-11-18,0.03206044145227094,0.02520130297917412,16871,33
2012-11-19,0.04644934917945982,0.05055098738690233,25893,71
2012-11-20,0.0757003725764256,0.07306351689684364,17299,50
2012-11-21,0.0876171405677238,0.05446391336170514,23232,52
2012-11-22,0.03064458262657032,0.04180917004123847,8962,26
2012-11-23,0.08848793054866712,0.12808100799635336,9273,28
2012-11-25,0.026529668674618385,0.014010340183661658,12149,24
2012-11-26,0.0377570183824016,0.03494732500903807,19210,56
2012-11-27,0.017715163088382363,0.020013959498620247,19529,64
2012-11-28,0.03006079302955623,0.034879352183209755,22619,61
2012-11-29,0.027311858896976574,0.011424961510435788,21426,48
2012-11-30,0.013307750678669484,0.0126971713701792,15620,45
2012-12-02,0.0923922282587899,0.0520548305102898,17954,32
2012-12-03,0.032046869228887456,0.01980734878007222,15845,45
2012-12-04,0.03356804761779591,0.020520404048092144,27069,66
2012-12-05,0.10417124165678629,0.05820937859510619,26153,62
2012-12-06,0.042225889804270354,0.038442042919416594,24950,62
2012-12-07,0.053330463039189216,0.03201444374271855,16478,44
2012-12-08,0.032521754386435606,0.017447195979853197,8468,13
2012-12-09,0.023296027902092734,0.03358493331572454,5994,19
2012-12-10,0.03803000125580467,0.03426558814288645,25919,61
2012-12-11,0.026997222885772585,0.018766170343436063,26385,61
2012-12-12,0.03906019584550384,0.02299140398387227,23559,58
2012-12-13,0.05509345961234732,0.037367230786901844,26628,59
2012-12-14,0.045544230178842016,0.028051737382412435,26015,58
2012-12-15,0.004267557238420908,0.004393017339867845,565,2
2012-12-16,0.033288973121944655,0.01924312246248503,17486,32
2012-12-17,0.02348347667536458,0.026083804948360472,14695,41
2012-12-18,0.06732240639271386,0.043334662339628544,20893,56
2012-12-19,0.08524538581871217,0.04553318549706148,24401,61
2012-12-20,0.0457924471221675,0.03347581104269177,14505,38
2012-12-21,0.08053546048096268,0.03094538688589709,11751,27
2012-12-22,0.06851160724747662,0.06679211720070122,1441,5
2012-12-23,0.027111499094944893,0.03219043906136459,15236,31
2012-12-24,0.03593377390957864,0.03172491519741477,9505,19
2012-12-25,0.0032838435881087534,0.0036508274526376033,1159,5
2012-12-26,0.009683289105998418,0.009314857393159615,4409,11
2012-12-27,0.038701131114798476,0.015782649834100798,10489,29
2012-12-28,0.004799992433766027,0.005811357178943043,6880,25
2012-12-29,0.12885001034268856,0.13138918273478523,3676,3
2012-12-30,0.010331652111221555,0.008767665612475956,12505,28
2012-12-31,0.04600937998380627,0.026512576746498578,10156,29
2013-01-01,0.016519357152006215,0.019751705166160597,4150,12
2013-01-02,0.02755651862617699,0.018943908775140607,11322,34
2013-01-03,0.05974460685057733,0.027204641865491326,14622,40
2013-01-04,0.06734868610149139,0.03650719263193031,15612,39
2013-01-05,0.271973934668862,0.32022914714919487,495,2
2013-01-06,0.03949275298944636,0.033283940299282715,16518,29
2013-01-07,0.026818464514701365,0.019162459834314752,18264,52
2013-01-08,0.0435867464385945,0.04070714981763977,22162,57
2013-01-09,0.036743687813347845,0.04282229504674022,19696,58
2013-01-10,0.10256108020237995,0.06937492634236733,18106,43
2013-01-11,0.0596299133623419,0.03755726113429756,16952,43
2013-01-12,0.18998171089856855,0.0983520551579612,4264,5
2013-01-13,0.023779435820722908,0.03409382512861,11813,22
2013-01-14,0.033230904712082864,0.034914469683525344,13893,37
2013-01-15,0.018773527015574575,0.024577577778797,20271,60
2013-01-16,0.08572680721038017,0.03917002116227401,16169,41
2013-01-17,0.03552143737985347,0.015756394302654707,21694,49
2013-01-18,0.036902497329518044,0.01880987548258013,14174,45
2013-01-19,0.09939377665454852,0.05701283348511155,3805,5
2013-01-20,0.012678923284240268,0.025335740430991658,7777,13
2013-01-21,0.047940418600522255,0.04260309472865449,18394,43
2013-01-22,0.01798075155523383,0.019193170130823386,13936,44
2013-01-23,0.09711891409302312,0.05260833613676706,30375,66
2013-01-24,0.05910503373400904,0.029760083380924236,13777,35
2013-01-25,0.07599736828999851,0.033309652091957576,12116,34
2013-01-26,0.1585758954056751,0.10331371039113875,2666,5
2013-01-27,0.034427851720003816,0.023172015558149316,17469,41
2013-01-28,0.017721123153800714,0.02550686486451516,19845,53
2013-01-29,0.04086676204257218,0.04955430219486902,16146,51
2013-01-30,0.04437566025480289,0.030339549746861316,16230,42
2013-01-31,0.07157920594448058,0.026837931023563792,19859,54
2013-02-01,0.011196166909133692,0.011487367719185787,13971,41
2013-02-02,0.09889914038164488,0.0732975339086383,6803,9
2013-02-03,0.08362910587569622,0.041245743174719456,6850,12
2013-02-04,0.02938700199970203,0.04552878780824844,15523,47
2013-02-05,0.056534168352670985,0.027535642013987855,14465,48
2013-02-06,0.04201246053263219,0.037762323547010056,18337,53
2013-02-07,0.04321763720277225,0.048857878386330225,12364,36
2013-02-08,0.08901437500697838,0.05198310642030047,18952,45
2013-02-09,0.012320111619609119,0.012320111619609119,605,1
2013-02-10,0.025115273562187995,0.043504784847180206,11780,24
2013-02-11,0.058185771344519174,0.051600993526793225,16181,47
2013-02-12,0.08502999684076908,0.051735334809298573,15613,44
2013-02-13,0.07776595648163805,0.04447556578323637,17438,45
2013-02-14,0.053614273428039365,0.042745893626383445,19069,42
2013-02-15,0.06606643843392644,0.04775316328746212,11387,32
2013-02-17,0.06643903402456611,0.04558115405742747,13493,17
2013-02-18,0.03171860118764924,0.03218924936063275,9018,28
2013-02-19,0.05419601982360412,0.032886172817582195,19828,47
2013-02-20,0.054064717813993274,0.03318550852499134,17912,44
2013-02-21,0.07407649392923045,0.04544480869391873,15393,42
2013-02-22,0.15254298594835455,0.06364587700182182,6932,15
2013-02-23,0.05148963683104914,0.024399399967313096,16306,37
2013-02-24,0.04419702605021509,0.05008317423034171,4235,9
2013-02-25,0.0449812603596478,0.03106197616074023,16009,41
2013-02-26,0.04819231574723982,0.03970684523062351,20698,52
2013-02-27,0.05333029764906872,0.0347675644723708,14021,34
2013-02-28,0.10050046455640307,0.04986287894717902,20220,41
2013-03-01,0.01869762898465035,0.020927915927038566,10310,32
2013-03-03,0.060581100814276624,0.040677854120843286,10728,13
2013-03-04,0.012993815196359273,0.018039507775617376,12729,35
2013-03-05,0.015409367290329518,0.024503932189920405,17582,54
2013-03-06,0.09648408176737276,0.039645832932404375,18839,55
2013-03-07,0.042104853250905024,0.037903851572090516,20980,53
2013-03-08,0.04375233467881001,0.026618246340259607,15912,41
2013-03-09,0.002422650149857356,0.0024061135031606604,440,2
2013-03-10,0.03626435641582558,0.06834498499545455,6503,16
2013-03-11,0.07279187248785599,0.048972141997420816,24030,52
2013-03-12,0.020932796860030335,0.026975666706461537,13596,41
2013-03-13,0.12409256631069632,0.05669546682975405,21762,49
2013-03-14,0.06180308871272888,0.06273632858150616,13519,43
2013-03-15,0.022164594172640297,0.027082666073124543,13965,43
2013-03-17,0.007965703213810023,0.008605624454629614,4860,9
2013-03-18,0.022664775390145733,0.023973787990255086,23645,64
2013-03-19,0.014656390018713016,0.01769011303144784,18757,59
2013-03-20,0.10375833579725502,0.03728138233529183,16616,46
2013-03-21,0.01847707071450418,0.030830653571236665,14162,41
2013-03-22,0.04167222907879434,0.028107383189039513,19523,41
2013-03-24,0.14180905486630363,0.10606147431266474,12670,27
2013-03-25,0.01760511940374479,0.02206642114313652,16848,48
2013-03-26,0.037154080402013026,0.03125748787110465,15913,46
2013-03-27,0.05964346203028137,0.05544464079671288,16806,46
2013-03-28,0.046559545507014057,0.02887990879740958,16339,40
2013-03-29,0.06286633185475227,0.02571335888478538,7741,21
2013-03-31,0.10681095433383812,0.08608111305552801,8380,15
2013-04-01,0.06738786263381355,0.06398084428298884,10137,29
2013-04-02,0.050297983302556096,0.0316383161988252,16081,46
2013-04-03,0.051946009885123365,0.03830531184861432,15857,48
2013-04-04,0.03322596602073115,0.04160550523501876,19993,53
2013-04-05,0.06171124390760123,0.025529844849773258,14236,37
2013-04-06,0.005316435587630669,0.005316435587630669,110,1
2013-04-07,0.03835127050283383,0.04583544286981256,10162,18
2013-04-08,0.03365588712717294,0.034482161895139765,17412,51
2013-04-09,0.043976033212448286,0.043185055912757,14771,49
2013-04-10,0.06742732797350615,0.043133183413436006,17003,40
2013-04-11,0.03005935408472969,0.042158820027328625,19292,46
2013-04-12,0.05184457833251456,0.03743610680866356,21237,41
2013-04-13,0.25752266261421947,0.25752266261421947,206,1
2013-04-14,0.020845023112580845,0.023159561017212088,12137,21
2013-04-15,0.024832832444094278,0.03329346758711477,18655,53
2013-04-16,0.03884293030560519,0.028841580758853545,18595,50
2013-04-17,0.03981020120807497,0.02930115288475614,17042,53
2013-04-18,0.041423193026783794,0.04349605725075166,15948,49
2013-04-19,0.05380379860966009,0.017288960661496783,17256,45
2013-04-21,0.016736174790304217,0.016290206569656702,13358,28
2013-04-22,0.04592248857297895,0.04434173052786999,20323,50
2013-04-23,0.0343597778120901,0.013842187077874478,16886,45
2013-04-24,0.08031917801463259,0.0406330449586067,17931,50
2013-04-25,0.034873462913594555,0.026424533488229374,18537,54
2013-04-26,0.0338288083349886,0.03547833807088058,14444,38
2013-04-27,0.06857322306891586,0.11485457135756033,2032,3
2013-04-28,0.04172308122214479,0.03569011608089269,12870,26
2013-04-29,0.04717168749941269,0.06911559431147839,18767,48
2013-04-30,0.08258108088150991,0.0488123462004256,16192,49
2013-05-01,0.04096438082252531,0.02936072024642414,18207,47
2013-05-02,0.057356424549066025,0.03643262422321411,17289,45
2013-05-03,0.06559551935714573,0.029446550966463432,15861,41
2013-05-04,0.0075026552761132586,0.007177942193900359,572,2
2013-05-05,0.042601110941623166,0.0250353911656288,13616,24
2013-05-06,0.03514852632312809,0.03612879636060373,17687,42
2013-05-07,0.04689419410461428,0.032534322141471575,13640,42
2013-05-08,0.0654806081581057,0.030256157234330613,16465,45
2013-05-09,0.04017539652922994,0.039902252420874515,18292,52
2013-05-10,0.012327594940014409,0.012954642662093794,9923,31
2013-05-11,0.0070491843411148855,0.007144677256046352,610,2
2013-05-12,0.04437996324933777,0.02598437384282761,10915,20
2013-05-13,0.01934650569599453,0.019642191267526265,13056,40
2013-05-14,0.03328415890555385,0.04054002393804201,15485,47
2013-05-15,0.026547700282096853,0.03660242648727327,14431,40
2013-05-16,0.03106675244417645,0.029116749321291904,23321,60
2013-05-17,0.04026752308140199,0.022586956340382044,13332,47
2013-05-18,0.021787724114952032,0.021787724114952032,1338,1
2013-05-19,0.08685026388138382,0.044459426756355,11553,18
2013-05-20,0.030022881243265263,0.018799143162479687,15331,43
2013-05-21,0.02965637982887879,0.03952993225465061,12610,46
2013-05-22,0.07238775020982956,0.040700397158281956,15204,42
2013-05-23,0.016284164572368694,0.03409726386979193,13105,40
2013-05-24,0.035880772880523513,0.020250332683515723,17553,45
2013-05-26,0.027267459355897854,0.018901758039522005,8293,16
2013-05-27,0.003680029294657153,0.004294986100549917,9145,22
2013-05-28,0.024604956107735495,0.039740849750352865,14652,39
2013-05-29,0.07512195159279927,0.030632899299403854,18083,53
2013-05-30,0.02729303232887848,0.03921865685508747,16170,58
2013-05-31,0.06835700902624597,0.031006120412101174,17427,42
2013-06-01,0.00450181888489368,0.004634565249469612,549,2
2013-06-02,0.04039099479858413,0.032731589589244665,16554,26
2013-06-03,0.024647294428742337,0.03696001055895901,19788,54
2013-06-04,0.03698950611021319,0.04492653288735687,21480,65
2013-06-05,0.06757747543840444,0.022912962280220567,20958,52
2013-06-06,0.0344108604998942,0.039983071565760496,29155,77
2013-06-07,0.006757230156766022,0.009847742842296843,19521,48
2013-06-08,0.008851617465073118,0.010364936638437829,2305,5
2013-06-09,0.021398499535743732,0.013833124503977149,11299,16
2013-06-10,0.024826296672752865,0.02388506353483873,22135,48
2013-06-11,0.10196233212872301,0.046606594618789354,16366,42
2013-06-12,0.041631825823049015,0.030079743054218008,17430,45
2013-06-13,0.012110126907182562,0.011560550841437886,18917,44
2013-06-14,0.051135300582411475,0.03702439526362625,15190,38
2013-06-15,0.042640434709410646,0.0136761231142961,3482,6
2013-06-16,0.01972443942460551,0.032188371719027095,16408,26
2013-06-17,0.04192740476735373,0.06583646228228468,12691,35
2013-06-18,0.03775405583221376,0.02584048868341738,23490,62
2013-06-19,0.02061906180816284,0.036104952757720965,15762,43
2013-06-20,0.023239136221761738,0.04103315035938476,21270,55
2013-06-21,0.053019104391407654,0.04158714359791908,13348,42
2013-06-23,0.005918241038336346,0.015102974950488943,10094,18
2013-06-24,0.04210569655594361,0.057443995561701856,14390,42
2013-06-25,0.03060054715792744,0.032478579643470284,21233,45
2013-06-26,0.02772173123920757,0.030109056646973692,18310,53
2013-06-27,0.03365059905889358,0.017028439088332174,21234,53
2013-06-28,0.020665869690060623,0.0287871107898669,17169,39
2013-06-30,0.03712547880200151,0.025717016665451245,16254,30
2013-07-01,0.010168568337749817,0.015026498780888272,20079,51
2013-07-02,0.049339296758389085,0.03465492726832316,26404,62
2013-07-03,0.06972083648540138,0.04844615035632864,17620,58
2013-07-04,0.02228935141453693,0.02585295117437224,11647,30
2013-07-05,0.017121505546789335,0.01924479357320137,12952,33
2013-07-07,0.016294959948688122,0.025130649208297363,14220,25
2013-07-08,0.0695401874901083,0.05600660979846592,17359,45
2013-07-09,0.06389118244430277,0.032264100188151866,19935,50
2013-07-10,0.045600224260615045,0.03594249725043005,21269,52
2013-07-11,0.04896564585408884,0.039076511710881605,21683,63
2013-07-12,0.023133187943263845,0.018633395671294507,16252,53
2013-07-13,0.006728583602692532,0.009331612949820482,1577,3
2013-07-14,0.01981085039769494,0.026344182166804037,19494,35
2013-07-15,0.007431451829638062,0.010842185239119277,11894,35
2013-07-16,0.03015972321516472,0.024934546476171052,5719,17
2013-07-17,0.03048925185469983,0.015648969157403478,5336,18
2013-07-18,0.01830226372406741,0.030966915722340504,4870,17
2013-07-19,0.06931474159041211,0.0476987409725071,10177,24
2013-07-21,0.006548216473161603,0.004978606953007559,5586,11
2013-07-22,0.0071866157465859315,0.0065202046751550195,5803,18
2013-07-23,0.015811799290155283,0.014811548880708954,6030,19
2013-07-24,0.12741653099484612,0.0518440657166236,5814,20
2013-07-25,0.017074863955954953,0.031786712052827674,5693,14
2013-07-26,0.012267699119712904,0.010829746447977939,2295,6
2013-07-28,0.008483021718838657,0.009290026380375226,5535,7
2013-07-29,0.010649061849752811,0.013583686861291865,2338,6
2013-07-30,0.02426167913731929,0.024679764761339807,4199,10
2013-07-31,0.02862740556360216,0.03323779301858064,1857,6
2013-08-01,0.015278110722672817,0.011662260239347461,3595,9
2013-08-02,0.010143335909906218,0.016574388452749014,1450,5
2013-08-04,0.0077987643233858985,0.005043951803097249,4965,6
2013-08-05,0.05378078649638828,0.03647963347122369,2450,5
2013-08-06,0.03455021972069067,0.025338434217912827,2368,9
2013-08-07,0.271662343225198,0.1087284124071747,5392,14
2013-08-08,0.06477533671847174,0.07363784053355829,913,5
2013-08-09,0.07460024445397262,0.06634637408570881,1143,5
2013-08-10,0.005672534066772905,0.005672534066772905,590,1
2013-08-11,0.10412083811181408,0.07875700570905365,4527,4
2013-08-12,0.011766180058131943,0.04145110940007271,2446,9
2013-08-13,0.006327177902444575,0.005724786860448969,922,5
2013-08-14,0.007626423442799784,0.006149799987938992,4742,15
2013-08-15,0.009759691172692403,0.014783029346208596,6992,20
2013-08-16,0.020151864100795554,0.030744456741467967,2915,8
2013-08-18,0.0061890860999972135,0.006185881596555128,5262,9
2013-08-19,0.040458672734177796,0.038420333621129385,1506,5
2013-08-20,0.038426012927143115,0.04838566671688901,6254,18
2013-08-21,0.012424776385967685,0.01132634101156728,3221,12
2013-08-22,0.04554361665353876,0.03511787915773401,5646,12
2013-08-23,0.24704702627529979,0.1551164445411263,953,3
2013-08-25,0.0068387410371350795,0.010751387121609536,5377,11
2013-08-26,0.003854300403153819,0.004936984795537069,3492,7
2013-08-27,0.023316877500224403,0.024514620984020217,2657,10
2013-08-28,0.076856400818249307,0.09229765323023592,2406,8
2013-08-29,0.06013063208927619,0.06086503168132056,3197,9
2013-08-30,0.08992822652954653,0.08516845554665921,4018,10
2013-09-01,0.01789361017416434,0.029573687002794724,1918,3
2013-09-02,6.641250186958106e-4,0.0011370668174781522,647,3
2013-09-03,0.031046197875066742,0.03307291486818591,1577,4
2013-09-04,0.014096683946262754,0.023592105397709777,3048,6
2013-09-05,0.016185802039737556,0.008976185093577988,2599,6
2013-09-06,0.06474889914367236,0.047062212839709495,1177,5
2013-09-07,0.07226196877455454,0.07226196877455454,509,1
2013-09-08,0.010085565459250385,0.00875635098572736,1791,4
2013-09-09,0.016222938366564153,0.027121225233697064,3069,6
2013-09-10,0.09743163889581917,0.10109893488594117,3604,12
2013-09-11,0.022093034307369974,0.023403267902559147,4999,16
2013-09-12,0.002932009525368711,0.0030525328049541,4157,9
2013-09-13,0.06500306408072443,0.0451039527084121,8988,13
2013-09-15,0.004206781390912182,0.00493536911270515,2046,4
2013-09-16,0.011248908924632801,0.010419706530030482,1055,3
2013-09-17,0.05836009438159192,0.041999716284868434,4896,16
2013-09-18,0.019536604644451037,0.050607855833434814,989,3
2013-09-19,0.04082411266341158,0.04440113147243051,1085,4
2013-09-20,0.003355020439194413,0.004618151079636567,1983,4
2013-09-21,0.002666450107548106,0.002666450107548106,974,1
2013-09-22,0.08081827169864031,0.03605015826240692,3123,5
2013-09-23,0.010151084443580153,0.009976457982540312,4487,11
2013-09-24,0.07227001817115147,0.06915441315830456,3705,13
2013-09-25,0.009728883899693178,0.00917151981632782,4217,12
2013-09-26,0.07852095162776898,0.03646741107203465,4252,10
2013-09-27,0.0208364161015821,0.018774914661872887,2360,5
2013-09-29,0.0035595811680411357,0.0033630929848310754,2435,4
2013-09-30,0.08484949576131051,0.07320614892519106,2670,7
2013-10-01,0.012393450996743282,0.010567214400300643,2424,8
2013-10-02,0.008679043934938626,0.008851280956839971,3758,8
2013-10-03,0.0042449544175329,0.014444434089418954,2613,8
2013-10-04,0.020788751839373083,0.013071221855427343,2290,8
2013-10-06,0.10393489159603604,0.1336979686268141,2778,8
2013-10-07,0.11364936637089214,0.13591505104205281,2904,10
2013-10-08,0.00790716044239889,0.007714949482790862,3384,11
2013-10-09,0.2171400308371783,0.06687648420881702,4094,7
2013-10-10,0.07722476163505641,0.021825773332856183,4294,10
2013-10-11,0.13642333629152578,0.04992271797903772,5099,13
2013-10-13,0.008987985832836259,0.010208907868920399,4290,5
2013-10-14,0.023395392511789632,0.016665469199804273,2587,9
2013-10-15,0.05490172450046642,0.038352060111354655,4019,16
2013-10-16,0.003356289303828818,0.0035094179267502793,3236,9
2013-10-17,0.01903617682241224,0.017635294754008164,3522,12
2013-10-18,0.08138196255083531,0.023211159147279486,7264,20
2013-10-19,0.002094710940066685,0.002094710940066685,475,1
2013-10-20,0.006855571432533543,0.011973785282660295,3267,7
2013-10-21,0.07882984352666463,0.040760205161941995,4500,14
2013-10-22,0.03738162534245591,0.028809607944339066,4435,14
2013-10-23,0.020399710380948996,0.01951579324233286,3774,11
2013-10-24,0.04418553730408251,0.022911618793569545,4976,14
2013-10-25,0.004563437559470221,0.0035868725577667877,1375,6
2013-10-27,0.020186835164375166,0.015033123499100026,3937,5
2013-10-28,0.0070188203596011954,0.007902541285293474,4895,15
2013-10-29,0.010558756749284108,0.01068905348082292,4299,11
2013-10-30,0.03343360756749661,0.031777562618828095,4952,15
2013-10-31,0.010434867634335904,0.015695911085690892,7047,15
2013-11-01,0.11770670569584543,0.0392963725512421,5943,15
2013-11-03,0.0059111352358063,0.009396723167297767,3885,5
2013-11-04,0.0027621353179395347,0.0034911251009750927,1650,5
2013-11-05,0.011688990325854772,0.011956016752943187,3187,9
2013-11-06,0.004260143850061626,0.00400287285685618,3246,12
2013-11-07,0.0044145097082288615,0.0049713341554199824,2250,9
2013-11-08,0.09003894791343327,0.07707901918765918,5925,10
2013-11-09,0.014015085945245729,0.012961897544165404,1111,2
2013-11-10,0.0016469968206002078,0.0016075495455819303,2109,3
2013-11-11,0.0071867013944899435,0.007537769757107347,1178,5
2013-11-12,0.0065812714911946384,0.010389850767167341,1890,7
2013-11-13,0.05248551049607745,0.04235470452117027,6631,11
2013-11-14,0.021181514546388565,0.023255957312013336,4174,10
2013-11-15,0.01616662488002197,0.019724062813568696,1801,7
2013-11-16,0.0013548556012131648,0.001504702415845461,1251,2
2013-11-17,0.03198013122557116,0.055138414946533654,1671,4
2013-11-18,0.0206368757657372,0.01064392917202594,3487,10
2013-11-19,0.0032243113267022127,0.0036309869563714283,2998,8
2013-11-20,0.029785458648525248,0.03595075113072532,6796,15
2013-11-21,0.028066470075352287,0.021298179763098706,4293,10
2013-11-22,0.02161070607859792,0.016045943586829644,1808,5
2013-11-24,0.015394224895479654,0.016998935567260193,3893,7
2013-11-25,0.050828874606153276,0.04209541424501248,2035,10
2013-11-26,0.018156250271895616,0.019642355796624645,1125,4
2013-11-27,0.015802817623704425,0.01137944863709671,5221,16
2013-11-28,0.02841130948346702,0.02221351055106634,1861,4
2013-11-29,0.016739111147275474,0.020449432524914272,2475,5
2013-11-30,0.05798181899462195,0.05798181899462195,697,1
2013-12-01,0.0012002061432042485,0.0012002061432042485,181,1
2013-12-02,0.0019780176591799718,0.0017333105571870097,303,2
2013-12-03,0.02313051986166433,0.031194938332238402,4297,8
2013-12-04,0.08290121525639439,0.04593424854186373,4772,11
2013-12-05,0.002738436066058819,0.0031322697059615705,2366,6
2013-12-06,0.013173903348401425,0.008368285607907453,2095,6
2013-12-08,0.0016492283520045787,0.0019436987169972788,1586,4
2013-12-09,0.0038221948813687767,0.0038022345124855378,1054,4
2013-12-10,0.032621423894894475,0.013210058309189322,4965,9
2013-12-11,0.010765408317062485,0.014525710723334664,1592,6
2013-12-12,0.004737785228567672,0.006397501403659342,2136,4
2013-12-13,0.19964655318993493,0.049578366316037965,6717,13
2013-12-14,0.0018535239865693958,0.0018535239865693958,562,1
2013-12-15,0.048540067772727735,0.045999678783800575,4393,5
2013-12-16,0.010283284370863335,0.007956720108567216,2424,5
2013-12-17,0.012565204225978593,0.02219107926436217,2570,9
2013-12-18,0.08759041697268162,0.07165976713042489,3486,8
2013-12-19,0.0034270869729796797,0.004010671088046403,2925,7
2013-12-20,0.010325966076287354,0.014068041516862832,3309,6
2013-12-21,0.004792941317575469,0.004792941317575469,42,1
2013-12-22,0.00446832312812018,0.004071865367393325,1745,5
2013-12-23,0.06839585288912288,0.046161045482289415,6469,14
2013-12-24,0.05186061560745299,0.02478654874956099,3716,6
2013-12-25,0.18587792277344667,0.1547942714996457,2410,4
2013-12-27,0.0030914750328998267,0.0030495384360503665,351,2
2013-12-29,0.006866544126101242,0.006377870889100062,380,2
2013-12-30,0.0029591187990096724,0.0032958445335594068,502,2
2013-12-31,0.1483951708659093,0.0720815775109205,2870,4
2014-01-01,0.0031510367603102647,0.0031510367603102647,1349,1
2014-01-02,0.033157455245394214,0.019926424352511355,1572,5
2014-01-03,0.24666438127657098,0.10433227754994835,6233,8
2014-01-04,0.0016633328636311779,0.0016402997680297295,440,2
2014-01-05,0.013003096564327766,0.010857680434853422,4239,7
2014-01-06,0.1469410656468164,0.06619178153561878,1695,6
2014-01-07,0.03617426646810548,0.027667553086914317,3593,11
2014-01-08,0.015714454453056435,0.016250984688653977,4567,7
2014-01-09,0.04873185016552601,0.030075303488987386,3922,8
2014-01-10,0.0062766697553700585,0.007605653334884865,3677,6
2014-01-11,0.008781090206107841,0.005700973830044329,1065,2
2014-01-12,0.01358977121510198,0.010495763486611317,5569,8
2014-01-13,0.00663125993812036,0.006827458187617345,4446,11
2014-01-14,0.009209219477427361,0.008516203182388729,4382,14
